location,has_owner,owner,raw_material,is_coastal,has_river,river_size_1,river_size_2,river_size_3,river_size_4,river_size_5,adjacent_to_lake,development,population,pop_burghers,pop_clergy,pop_laborers,pop_nobles,pop_peasants,pop_slaves,pop_soldiers,pop_tribesmen,main_rgo_max_level,topography,vegetation,climate,location_rank,river,max_level_RGO_building_alum,level_RGO_building_alum,max_level_RGO_building_amber,level_RGO_building_amber,max_level_RGO_building_bad_sand,level_RGO_building_bad_sand,max_level_RGO_building_beeswax,level_RGO_building_beeswax,max_level_RGO_building_chili,level_RGO_building_chili,max_level_RGO_building_clay,level_RGO_building_clay,max_level_RGO_building_cloves,level_RGO_building_cloves,max_level_RGO_building_coal,level_RGO_building_coal,max_level_RGO_building_cocoa,level_RGO_building_cocoa,max_level_RGO_building_coffee,level_RGO_building_coffee,max_level_RGO_building_copper,level_RGO_building_copper,max_level_RGO_building_cotton,level_RGO_building_cotton,max_level_RGO_building_dyes,level_RGO_building_dyes,max_level_RGO_building_elephants,level_RGO_building_elephants,max_level_RGO_building_fiber_crops,level_RGO_building_fiber_crops,max_level_RGO_building_fish,level_RGO_building_fish,max_level_RGO_building_fruit,level_RGO_building_fruit,max_level_RGO_building_fur,level_RGO_building_fur,max_level_RGO_building_gems,level_RGO_building_gems,max_level_RGO_building_goods_gold,level_RGO_building_goods_gold,max_level_RGO_building_horses,level_RGO_building_horses,max_level_RGO_building_incense,level_RGO_building_incense,max_level_RGO_building_iron,level_RGO_building_iron,max_level_RGO_building_ivory,level_RGO_building_ivory,max_level_RGO_building_lead,level_RGO_building_lead,max_level_RGO_building_legumes,level_RGO_building_legumes,max_level_RGO_building_livestock,level_RGO_building_livestock,max_level_RGO_building_lumber,level_RGO_building_lumber,max_level_RGO_building_marble,level_RGO_building_marble,max_level_RGO_building_medicaments,level_RGO_building_medicaments,max_level_RGO_building_mercury,level_RGO_building_mercury,max_level_RGO_building_olives,level_RGO_building_olives,max_level_RGO_building_pearls,level_RGO_building_pearls,max_level_RGO_building_pepper,level_RGO_building_pepper,max_level_RGO_building_saffron,level_RGO_building_saffron,max_level_RGO_building_salt,level_RGO_building_salt,max_level_RGO_building_saltpeter,level_RGO_building_saltpeter,max_level_RGO_building_sand,level_RGO_building_sand,max_level_RGO_building_silk,level_RGO_building_silk,max_level_RGO_building_silver,level_RGO_building_silver,max_level_RGO_building_stone,level_RGO_building_stone,max_level_RGO_building_sugar,level_RGO_building_sugar,max_level_RGO_building_tea,level_RGO_building_tea,max_level_RGO_building_tin,level_RGO_building_tin,max_level_RGO_building_tobacco,level_RGO_building_tobacco,max_level_RGO_building_wheat,level_RGO_building_wheat,max_level_RGO_building_wild_game,level_RGO_building_wild_game,max_level_RGO_building_wine,level_RGO_building_wine,max_level_RGO_building_wool,level_RGO_building_wool,max_level_apothecary,level_apothecary,max_level_bog_iron_smelter,level_bog_iron_smelter,max_level_brewery,level_brewery,max_level_charcoal_maker,level_charcoal_maker,max_level_clay_pit,level_clay_pit,max_level_cloth_guild,level_cloth_guild,max_level_distillers_guild,level_distillers_guild,max_level_dyes_guild,level_dyes_guild,max_level_elephant_hunting_grounds,level_elephant_hunting_grounds,max_level_farming_village,level_farming_village,max_level_fiber_crops_farm,level_fiber_crops_farm,max_level_fine_cloth_guild,level_fine_cloth_guild,max_level_fishing_village,level_fishing_village,max_level_forest_village,level_forest_village,max_level_fruit_orchard,level_fruit_orchard,max_level_furniture_guild,level_furniture_guild,max_level_glass_guild,level_glass_guild,max_level_hand_cannon_guild,level_hand_cannon_guild,max_level_horse_breeders,level_horse_breeders,max_level_jewelry_guild,level_jewelry_guild,max_level_lacquerware_guild,level_lacquerware_guild,max_level_lumber_mill,level_lumber_mill,max_level_market_village,level_market_village,max_level_marketplace,level_marketplace,max_level_mason,level_mason,max_level_naval_supplies_guild,level_naval_supplies_guild,max_level_paper_guild,level_paper_guild,max_level_porcelain_guild,level_porcelain_guild,max_level_pottery_guild,level_pottery_guild,max_level_provisions_market,level_provisions_market,max_level_rural_clothmaker,level_rural_clothmaker,max_level_rural_glassmaker,level_rural_glassmaker,max_level_salt_collector,level_salt_collector,max_level_sand_pit,level_sand_pit,max_level_scriptorium,level_scriptorium,max_level_sheep_farms,level_sheep_farms,max_level_stone_quarry,level_stone_quarry,max_level_tannery,level_tannery,max_level_tar_kiln,level_tar_kiln,max_level_tools_guild,level_tools_guild,max_level_urban_amenities,level_urban_amenities,max_level_victualling_house,level_victualling_house,max_level_weapon_guild,level_weapon_guild,max_level_winery,level_winery,max_level_local_smelters,level_local_smelters,max_level_saltpeter_guild,level_saltpeter_guild,max_level_sawmill,level_sawmill,max_level_windmill,level_windmill
muang_sam_tai,yes,DAI,legumes,0,1,1,0,0,0,0,0,18,7.58208,0.01001,0.0379,0.10012,0.01895,2.92319,0,0.05006,4.44185,7.20855,hills,jungle,monsoon_humid_subtropical_climate,rural_settlement,1,,,,,2.2176,,,,,,2.2176,,,,,,,,,,,,,,,,,,,,1,,2.2176,,,,,,,,,,,,,,,,,,7.20855,,,,2.2176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2176,,,,,,,,,,,,4.1791,,,,,,,,,,,,,,,,,,,,4.1791,,,,,,,,,,,,,,,,,,4.1791,1,,,3.1791,,,,,,,,,,3.1791,,3.1791,,3.1791,,,,,,,,,,2.2176,,,,4.1791,,,,,,,,,,,,,,,,,,,
quy_chau,yes,DAI,lumber,0,0,0,0,0,0,0,0,17,22.08055,0,0.13247,0,0.07727,7.97583,0,0,13.89498,6.90722,hills,jungle,monsoon_humid_subtropical_climate,rural_settlement,none,,,,,2.1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1249,,,,,,,,,,,,,,,,,,,,,,6.90722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1249,,,,,,,,,,,,3.80402,,,,,,,,,,,,,,,,,,,,3.80402,,,,,,,,,,,,,,,,,,3.80402,,,,3.80402,,,,,,,,,,3.80402,,3.80402,,3.80402,,,,,,,,,,2.1249,,,,3.80402,,,,,,,,,,,,,,,,,,,
quynh_lam,yes,DAI,fish,1,0,0,0,0,0,0,0,20,1.76824,0,0.00884,0,0.00441,1.75499,0,0,0,7.6747,flatland,jungle,monsoon_humid_subtropical_climate,rural_settlement,none,,,,,2.361,,,,,,2.361,,,,,,,,,,,,,,,,,,,,7.6747,,2.361,,,,,,,,,,,,,,,,,,,,,,2.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.361,,,,,,,,,,,,3.08841,,,,,,,,,,,,,,,,,,3.08841,,3.08841,,,,,,,,,,,,,,,,,,3.08841,,,,3.08841,,,,,,,,,,3.08841,,3.08841,,3.08841,,3.4628,,,,,,,,,,,,3.08841,,,,,,,,,,,,,,,,,,,
anbang,yes,DAI,lumber,1,0,0,0,0,0,0,0,19,34.10872,0,0.17054,0.10001,0.08526,33.70291,0,0.05,0,7.46599,hills,forest,monsoon_humid_subtropical_climate,rural_settlement,none,,,,,2.2968,,,,,,2.2968,,,,,,,,,,,,,,,,,,,,2.2968,,,,,,,,,,,,,,,,,,,,,,,,7.46599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2968,,,,,,,,,,,,4.60543,,,,,,,,,,,,,,,,,,4.60543,,4.60543,1,,,,,,,,,,,,,,,,,4.60543,,,,4.60543,,,,,,,,,,4.60543,,4.60543,,4.60543,,3.35808,,,,,,,,2.2968,,,,4.60543,,,,,,,,,,,,,,,,,,,
quang_yen,yes,DAI,fish,1,1,1,0,0,0,0,0,18,16.96485,0,0.08481,0.10002,0.0424,16.68761,0,0.05001,0,7.20855,wetlands,forest,monsoon_humid_subtropical_climate,rural_settlement,1,,,,,2.2176,,,,,,2.2176,,,,,,,,,,,,,,,,,,,,7.20855,,,,,,,,,,,,,,,,,,,,,,,,2.2176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2176,,,,,,,,2,,,,4.64824,,,,,,,,,,,,,,,,,,4.64824,1,4.64824,,,,,,,,,,,,,,,,,,4.64824,,,,3.64824,,,,,,,,,,3.64824,,3.64824,,3.64824,,3.23136,,,,,,,,,,,,4.64824,,,,,,,,,,,,,,,,,,,
van_don,yes,DAI,alum,1,0,0,0,0,0,0,0,19,35.34293,0,0.21205,0.10001,0.12369,13.59557,0,0.05,21.26161,10.91582,hills,forest,monsoon_humid_subtropical_climate,rural_settlement,none,10.91582,,,,2.2968,,,,,,2.2968,,,,,,,,,,,,,,,,,,,,2.2968,,,,,,,,,,,,,,,,,,,,,,,,2.2968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2968,,,,,,,,,,,,4.66714,,,,,,,,,,,,,,,,,,4.66714,1,4.66714,,,,,,,,,,,,,,,,,,4.66714,,,,4.66714,,,,,,,,,,4.66714,,4.66714,,4.66714,,3.35808,,,,,,,,2.2968,,,,4.66714,,,,,,,,,,,,,,,,,,,
hoan_chau,yes,DAI,beeswax,1,1,0,0,1,0,0,0,22,17.88909,0,0.08944,0.10002,0.04472,15.952,0,0.05001,1.6529,8.23835,flatland,jungle,monsoon_humid_subtropical_climate,rural_settlement,3,,,,,2.5344,,8.23835,,,,2.5344,,,,,,,,,,,,,,,,,,,,1,,2.5344,,,,,,,,,,,,,,,,,,,,,,2.5344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5344,,,,,,,,,,,,5.09445,,,,,,,,,,,,,,,,,,5.09445,,5.09445,1,,,,,,,,,,,,,,,,,5.09445,,,,4.09445,,,,,,,,,,4.09445,,4.09445,,4.09445,,3.73824,,,,,,,,,,,,5.09445,,,,,,,,,,,,,,,,,,,
ky_son,yes,DAI,medicaments,0,1,1,0,0,0,0,0,17,26.92265,0,0.007,0,0,0.01193,0,0,26.90372,6.90722,mountains,jungle,monsoon_humid_subtropical_climate,rural_settlement,1,,,,,2.1249,,,,,,2.1249,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2.1249,,,,6.90722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1249,,,,,,,,2,,,,5.04613,,,,,,,,,,,,,,,,,,,,5.04613,,,,,,,,,,,,,,,,,,5.04613,,,,4.04613,,,,,,,,,,4.04613,,4.04613,,4.04613,,,,,,,,,,2.1249,,,,5.04613,,,,,,,,,,,,,,,,,,,
mat_chau,yes,DAI,lumber,0,1,0,0,1,0,0,0,19,19.86537,0.01,0.09932,0.10002,0.04966,8.7388,0,0.05001,10.81756,7.46599,hills,jungle,monsoon_humid_subtropical_climate,rural_settlement,3,,,,,2.2968,,,,,,2.2968,,,,,,,,,,,,,,,,,,,,1,,2.2968,,,,,,,,,,,,,,,,,,,,,,7.46599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2968,,,,,,,,,,,,4.89326,,,,,,,,,,,,,,,,,,,,4.89326,,,,,,,,,,,,,,,,,,4.89326,1,,,3.89326,,,,,,,,,,3.89326,,3.89326,,3.89326,,,,,,,,,,2.2968,,,,4.89326,,,,,,,,,,,,,,,,,,,
lang_son,yes,DAI,livestock,0,1,1,0,0,0,0,0,18,11.36729,0,0.007,0,0,0.00546,0,0,11.35483,7.16304,hills,jungle,monsoon_humid_subtropical_climate,rural_settlement,1,,,,,2.2036,,,,,,2.2036,,,,,,,,,,,,,,,,,,,,1,,2.2036,,,,,,,,,,,,,,,,,,,,7.16304,,2.2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2036,,,,,,,,,,,,4.36836,,,,,,,,,,,,,,,,,,,,4.36836,,,,,,,,,,,,,,,,,,4.36836,,,,3.36836,,,,,,,,,,3.36836,,3.36836,,3.36836,,,,,,,,,,2.2036,,,,4.36836,,,,,,,,,,,,,,,,,,,
lang_giang,yes,DAI,wheat,0,0,0,0,0,0,0,0,20,12.61188,0,0.06305,0,0.03152,12.51731,0,0,0,7.6747,flatland,jungle,monsoon_humid_subtropical_climate,rural_settlement,none,,,,,2.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.361,,,,,,,,,,,,,,,,,,,,,,2.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6747,,2.361,,,,,,,,,,,,3.63059,,,,,,,,,,,,,,,,,,,,3.63059,,,,,,,,,,,,,,,,,,3.63059,,,,3.63059,,,,,,,,,,3.63059,,3.63059,,3.63059,,,,,,,,,,,,,,3.63059,,,,,,,,,,,,,,,,,,1,
loc_chau,yes,DAI,legumes,0,1,1,0,0,0,0,0,20,20.81313,0,0.007,0,0,0.00973,0,0,20.7964,7.6747,hills,forest,monsoon_humid_subtropical_climate,rural_settlement,1,,,,,2.361,,,,,,2.361,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,7.6747,,,,2.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.361,,,,,,,,,,,,5.04065,,,,,,,,,,,,,,,,,,,,5.04065,,,,,,,,,,,,,,,,,,5.04065,,,,4.04065,,,,,,,,,,4.04065,,4.04065,,4.04065,,,,,,,,,,2.361,,,,5.04065,,,,,,,,,,,,,,,,,,,
quang_uyen,yes,DAI,lumber,0,0,0,0,0,0,0,0,17,6.79329,0,0.007,0,0,0.00979,0,0,6.7765,6.90722,hills,jungle,monsoon_humid_subtropical_climate,rural_settlement,none,,,,,2.1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1249,,,,,,,,,,,,,,,,,,,,,,6.90722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1249,,,,,,,,,,,,3.03966,,,,,,,,,,,,,,,,,,,,3.03966,,,,,,,,,,,,,,,,,,3.03966,,,,3.03966,,,,,,,,,,3.03966,,3.03966,,3.03966,,,,,,,,,,2.1249,,,,3.03966,,,,,,,,,,,,,,,,,,,
that_nguyen,yes,DAI,lumber,0,1,1,0,0,0,0,0,18,18.66609,0,0.007,0,0,0.0086,0,0,18.65049,7.16304,hills,jungle,monsoon_humid_subtropical_climate,rural_settlement,1,,,,,2.2036,,,,,,2.2036,,,,,,,,,,,,,,,,,,,,1,,2.2036,,,,,,,,,,,,,,,,,,,,,,7.16304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2036,,,,,,,,,,,,4.7333,,,,,,,,,,,,,,,,,,,,4.7333,,,,,,,,,,,,,,,,,,4.7333,,,,3.7333,,,,,,,,,,3.7333,,3.7333,,3.7333,,,,,,,,,,2.2036,,,,4.7333,,,,,,,,,,,,,,,,,,,
van_kiep,yes,DAI,beeswax,0,0,0,0,0,0,0,0,20,23.30978,0,0.13985,0.10002,0.08157,6.8859,0,0.05001,16.05243,7.72346,flatland,jungle,monsoon_humid_subtropical_climate,rural_settlement,none,,,,,2.376,,7.72346,,,,,,,,,,,,,,,,,,,,,,,,,,2.376,,,,,,,,,,,,,,,,,,,,,,2.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.376,,,,,,,,,,,,4.16548,,,,,,,,,,,,,,,,,,,,4.16548,1,,,,,,,,,,,,,,,,,4.16548,,,,4.16548,,,,,,,,,,4.16548,,4.16548,,4.16548,,,,,,,,,,,,,,4.16548,,,,,,,,,,,,,,,,,,,
nam_sach,yes,DAI,fiber_crops,1,1,0,0,0,0,1,0,20,91.82014,0.05,0.45909,4.00048,0.22954,86.831,0,0.25003,0,7.72346,wetlands,jungle,monsoon_humid_subtropical_climate,rural_settlement,5,,,,,2.376,,,,,,2.376,,,,,,,,,,,,,,,,,,7.72346,,1,,,,,,,,,,,,,,,,,,,,,,,,2.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.376,,,,,,,,2,,,,8.591,,,,,,,,,,,,,,,,,,8.591,,8.591,,,,,,,,,,,,,,,,,,8.591,2,,,7.591,3,,,,,,,,,7.591,,7.591,,7.591,,3.4848,,,2,,,,,,,,,8.591,,,,,,,,,,,,,,,,,,,
hong_chau,yes,DAI,fruit,0,1,1,0,0,0,0,0,21,69.20671,0.02,0.34602,0.20002,0.17301,68.36765,0,0.10001,0,7.9809,wetlands,grasslands,monsoon_humid_subtropical_climate,rural_settlement,1,,,,,2.4552,,,,,,2.4552,,,,,,,,,,,,,,,,,,,,1,,7.9809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4552,,,,2,,,,,,,,,,,,,,,,7.56033,,,,,,,,,,,,,,,,,,,,,,,,,,7.56033,2,,,6.56033,,,,,,,,,,6.56033,,6.56033,,6.56033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khoai_chau,yes,DAI,wheat,0,1,0,0,0,0,1,0,25,49.55758,0.01,0.24778,0.10001,0.12389,49.0259,0,0.05,0,9.57955,wetlands,farmland,monsoon_humid_subtropical_climate,rural_settlement,5,,,,,2.947,,,,,,2.947,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.57955,,,,,,2.947,,,,2,,,,,,,,,,,,,,,,6.97787,,,,,,,,,,,,,,,,,,,,,,,,,,6.97787,1,,,5.97787,,,,,,,,,,5.97787,,5.97787,,5.97787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
vu_ninh,yes,DAI,wheat,0,1,0,0,0,0,1,0,30,115.32308,0.03,0.79194,3.80046,0.40362,110.14705,0,0.15001,0,10.94808,flatland,farmland,monsoon_humid_subtropical_climate,rural_settlement,5,,,,,3.368,,3.368,,,,3.368,,,,,,,,,,,,,,,,,,,,1,,3.368,,,,,,,,,,,,,,,,,,,,3.368,,3.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.94808,,,,,,3.368,,,,,,,,,,,,,,,,,,,,10.76615,3,3.368,,,,,,,,,,,,,,,,,,,,,,,,10.76615,3,,,9.76615,3,,,,,,,,,9.76615,,9.76615,,9.76615,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
nghe_ann,yes,DAI,fish,1,1,0,0,1,0,0,0,22,14.38531,0.01,0.07192,0.10002,0.03595,14.11741,0,0.05001,0,8.23835,flatland,jungle,monsoon_climate,rural_settlement,3,,,,,2.5344,,,,,,2.5344,,,,,,,,,,,,,,,,,,,,8.23835,,2.5344,,,,,,,,,,,,,,,,,,,,,,2.5344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5344,,,,,,,,,,,,4.91926,,,,,,,,,,,,,,,,,,4.91926,,4.91926,,,,,,,,,,,,,,,,,,4.91926,1,,,3.91926,,,,,,,,,,3.91926,,3.91926,,3.91926,,3.73824,,,,,,,,,,,,4.91926,,,,,,,,,,,,,,,,,,,
chi_la,yes,DAI,fruit,0,1,0,0,1,0,0,0,19,17.40381,0.01,0.08701,0.10002,0.0435,15.65931,0,0.05001,1.45396,7.46599,hills,jungle,monsoon_climate,rural_settlement,3,,,,,2.2968,,,,,,2.2968,,,,,,,,,,,,,,,,,,,,1,,7.46599,,,,,,,,,,,,,,,,,,,,,,2.2968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2968,,,,,,,,,,,,4.77019,,,,,,,,,,,,,,,,,,,,4.77019,,,,,,,,,,,,,,,,,,4.77019,1,,,3.77019,,,,,,,,,,3.77019,,3.77019,,3.77019,,,,,,,,,,2.2968,,,,4.77019,,,,,,,,,,,,,,,,,,,
nhat_nam,yes,DAI,pearls,1,0,0,0,0,0,0,0,20,18.13394,0,0.1088,0,0.06346,17.96168,0,0,0,7.6747,flatland,jungle,monsoon_climate,rural_settlement,none,,,,,2.361,,,,,,2.361,,,,,,,,,,,,,,,,,,,,2.361,,2.361,,,,,,,,,,,,,,,,,,,,,,2.361,,,,,,,,,,7.6747,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.361,,,,,,,,,,,,3.90669,,,,,,,,,,,,,,,,,,3.90669,,3.90669,,,,,,,,,,,,,,,,,,3.90669,,,,3.90669,,,,,,,,,,3.90669,,3.90669,,3.90669,,3.4628,,,,,,,,,,,,3.90669,,,,,,,,,,,,,,,,,,,
tho_hoang,yes,DAI,lumber,0,0,0,0,0,0,0,0,17,12.1257,0,0.06062,0,0.0303,10.85664,0,0,1.17814,6.90722,hills,jungle,monsoon_climate,rural_settlement,none,,,,,2.1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1249,,,,,,,,,,,,,,,,,,,,,,6.90722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1249,,,,,,,,,,,,3.30628,,,,,,,,,,,,,,,,,,,,3.30628,,,,,,,,,,,,,,,,,,3.30628,,,,3.30628,,,,,,,,,,3.30628,,3.30628,,3.30628,,,,,,,,,,2.1249,,,,3.30628,,,,,,,,,,,,,,,,,,,
da_giang,yes,DAI,tea,0,1,0,0,0,0,1,0,26,78.90006,0.03,0.47339,4.00061,0.27614,19.00019,0,0.25003,54.8697,9.26815,flatland,woods,monsoon_humid_subtropical_climate,rural_settlement,5,,,,,2.8512,,2.8512,,,,2.8512,,,,,,,,,,,,,,,,,,,,1,,2.8512,,,,,,,,,,,,,,,,,,,,,,2.8512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.26815,,,,,,,,2.8512,,,,,,,,,,,,8.545,,,,,,,,,,,,,,,,,,,,8.545,2,,,,,,,,,,,,,,,,,8.545,3,,,7.545,3,,,,,,,,,7.545,,7.545,,7.545,,,,,2,,,,,,,,,8.545,,,,,,,,,,,,,,,,,,,
mang_viet,yes,CBK,saltpeter,0,1,0,0,0,0,1,0,19,35.15998,0,0.21095,2.10041,0.13305,13.09993,0,0.05,19.56564,7.44243,mountains,jungle,monsoon_humid_subtropical_climate,rural_settlement,5,,,,,2.28955,,,,,,2.28955,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2.28955,,,,,,,,,,,,,,,,,,7.44243,,,,,,,,,,,,,,,,,,,,2.28955,,,,,,,,2,,,,5.65799,,,,,,,,,,,,,,,,,,,,5.65799,1,,,,,,,,,,,,,,,,,5.65799,,,,4.65799,,,,,,,,,,4.65799,,4.65799,,4.65799,,,,,,,,,,2.28955,2,,,5.65799,,,,,,,,,,,,,,,,,,,
muong,yes,DAI,lumber,0,1,0,0,0,0,1,0,23,13.05209,0.01,0.06525,0.10002,0.03262,5.87818,0,0.05001,6.91601,8.4958,hills,woods,monsoon_humid_subtropical_climate,rural_settlement,5,,,,,2.6136,,2.6136,,,,2.6136,,,,,,,,,,,,,,,,,,,,1,,2.6136,,,,,,,,,,,,,,,,,,,,,,8.4958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6136,,,,,,,,,,,,4.9526,,,,,,,,,,,,,,,,,,,,4.9526,,,,,,,,,,,,,,,,,,4.9526,1,,,3.9526,,,,,,,,,,3.9526,,3.9526,,3.9526,,,,,,,,,,2.6136,,,,4.9526,,,,,,,,,,,,,,,,,,,
son_la,yes,CBK,wheat,0,1,0,0,0,0,1,0,20,22.21483,0,0.007,0,0,0.01041,0,0,22.19742,7.6747,hills,jungle,monsoon_humid_subtropical_climate,rural_settlement,5,,,,,2.361,,,,,,2.361,,,,,,,,,,,,,,,,,,,,1,,2.361,,,,,,,,,,,,,,,,,,,,,,2.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6747,,2.361,,,,,,,,,,,,5.11074,,,,,,,,,,,,,,,,,,,,5.11074,,,,,,,,,,,,,,,,,,5.11074,,,,4.11074,,,,,,,,,,4.11074,,4.11074,,4.11074,,,,,,,,,,2.361,,,,5.11074,,,,,,,,,,,,,,,,,,1,
quy_hoa,yes,CBK,wool,0,1,0,0,0,0,1,0,23,20.19317,0,0.007,0,0,0.0096,0,0,20.17657,8.44216,flatland,jungle,monsoon_humid_subtropical_climate,rural_settlement,5,,,,,2.5971,,,,,,2.5971,,,,,,,,,,,,,,,,,,,,1,,2.5971,,,,,,,,,,,,,,,,,,,,,,2.5971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5971,,,,8.44216,,,,,,,,5.30965,,,,,,,,,,,,,,,,,,,,5.30965,,,,,,,,,,,,,,,,,,5.30965,,,,4.30965,,,,,,,,,,4.30965,,4.30965,,4.30965,,,,,,,,,,,,,,5.30965,,,,,,,,,,,,,,,,,,,
lai_chau,yes,CBK,fur,0,1,0,0,0,0,1,0,19,6.22835,0,0.007,0,0,0.00917,0,0,6.21218,7.41886,mountains,jungle,monsoon_humid_subtropical_climate,rural_settlement,5,,,,,2.2823,,,,,,2.2823,,,,,,,,,,,,,,,,,,,,1,,,,7.41886,,,,,,,,,,,,,,,,,,,,2.2823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2823,,,,,,,,2,,,,4.21141,,,,,,,,,,,,,,,,,,,,4.21141,,,,,,,,,,,,,,,,,,4.21141,,,,3.21141,,,,,,,,,,3.21141,,3.21141,,3.21141,,,,,,,,,,2.2823,,,,4.21141,,,,,,,,,,,,,,,,,,,
thuy_vi,yes,CBK,lumber,0,1,0,0,0,0,1,0,22,15.70039,0,0.006,0,0,0.00758,0,0,15.68681,8.18634,hills,forest,monsoon_humid_subtropical_climate,rural_settlement,5,,,,,2.5184,,,,,,2.5184,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,8.18634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5184,,,,,,,,,,,,4.98501,,,,,,,,,,,,,,,,,,,,4.98501,,,,,,,,,,,,,,,,,,4.98501,,,,3.98501,,,,,,,,,,3.98501,,3.98501,,3.98501,,,,,,,,,,2.5184,,,,4.98501,,,,,,,,,,,,,,,,,,,
van_ban,yes,CBK,lumber,0,1,0,0,0,0,1,0,22,9.30665,0,0.002,0,0,0.01384,0,0,9.29081,8.18634,hills,forest,monsoon_humid_subtropical_climate,rural_settlement,5,,,,,2.5184,,,,,,2.5184,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,8.18634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5184,,,,,,,,,,,,4.66533,,,,,,,,,,,,,,,,,,,,4.66533,,,,,,,,,,,,,,,,,,4.66533,,,,3.66533,,,,,,,,,,3.66533,,3.66533,,3.66533,,,,,,,,,,2.5184,,,,4.66533,,,,,,,,,,,,,,,,,,,
thai_nguyen,yes,DAI,tea,0,1,1,0,0,0,0,0,26,6.54709,0,0.03273,0,0.01636,0.84846,0,0,5.64954,9.20964,flatland,grasslands,monsoon_humid_subtropical_climate,rural_settlement,1,,,,,2.8332,,2.8332,,,,2.8332,,,,,,,,,,,,,,,,,,,,1,,2.8332,,,,,,,,,,,,,,,,,,,,2.8332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.20964,,,,,,2.8332,,,,,,2.8332,,,,,,,,,,,,,,,,,,,,4.92735,,2.8332,,,,,,,,,,,,,,,,,,,,,,,,4.92735,,,,3.92735,,,,,,,,,,3.92735,,3.92735,,3.92735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
